id,distributor_id,country_id,location_id,transactions,gross_margin,date
1204,86,1,354,505586,"$312.306.945,00",
9749,1656,1,245,516958,"$599.442.626,30",14/01/2024
5695,433,2,349,293620,"$698.761.225,10",15/04/2024
1556,1312,1,36,391365,"$912.106.690,00",
7236,1549,1,517,482490,"$380.796.716,30",26/02/2024
3251,454,1,304,529285,"$975.825.548,30",12/01/2024
2043,677,1,431,184210,"$440.310.439,40",11/02/2024
1310,35,1,453,273680,"$656.114.872,20",05/02/2024
2035,1211,1,437,178689,"$214.214.706,80",06/03/2024
8173,933,4,244,489905,"$293.793.804,40",10/04/2024
10433,860,3,519,359377,"$309.995.475,10",07/03/2024
6030,49,1,443,204805,"$869.003.668,20",23/01/2024
1077,73,5,483,188510,"$318.804.854,50",16/04/2024
7717,1311,6,475,358926,"$646.691.392,90",20/02/2024
10193,1350,1,293,543310,"$869.000.457,90",28/03/2024
6192,784,1,516,155730,"$757.795.645,80",31/01/2024
1218,89,1,521,542837,"$709.673.292,20",14/02/2024
9668,1384,3,387,451196,"$614.594.850,00",08/01/2024
9185,1320,1,9,158101,"$464.850.290,00",31/01/2024
5829,1051,2,255,209873,"$406.693.969,40",13/04/2024
9310,270,5,279,236197,"$717.215.871,50",01/03/2024
6898,1093,3,169,332327,"$976.564.201,50",22/01/2024
1521,272,5,152,535649,"$339.117.869,20",18/01/2024
1787,159,1,92,256717,"$347.863.729,70",10/02/2024
7206,980,1,53,210031,"$307.336.118,80",30/03/2024
10020,141,1,155,281426,"$683.653.537,80",07/04/2024
8916,654,1,379,515317,"$352.255.317,40",01/03/2024
4807,864,1,123,271015,"$168.596.901,30",04/02/2024
1169,61,1,229,437123,"$167.646.078,20",22/02/2024
2772,31,2,37,452304,"$240.901.522,70",05/01/2024
878,52,2,515,465419,"$606.607.289,20",29/04/2024
5665,1270,1,224,301022,"$506.146.646,80",11/01/2024
7362,15,1,498,530868,"$815.140.057,40",13/03/2024
3889,966,1,160,535046,"$307.002.966,70",06/02/2024
2252,1034,1,301,174142,"$246.353.899,60",07/03/2024
3901,805,5,281,390234,"$982.578.554,30",16/02/2024
8199,1107,1,66,334587,"$506.278.325,80",17/04/2024
2766,1459,2,398,270161,"$177.983.486,20",11/03/2024
3560,133,2,146,159764,"$554.428.273,80",26/03/2024
2842,570,1,527,278789,"$865.166.834,30",25/02/2024
416,67,1,489,351928,"$503.816.602,80",06/03/2024
1804,329,1,505,309898,"$595.504.925,00",05/03/2024
7434,248,1,399,173904,"$641.518.169,10",10/03/2024
4579,809,1,264,162542,"$357.811.731,30",24/04/2024
8692,49,1,443,415157,"$930.722.097,20",07/01/2024
3959,1263,1,411,501342,"$744.699.422,70",11/01/2024
5131,1036,1,256,505571,"$922.515.739,60",24/04/2024
10407,860,3,519,359377,"$309.995.475,10",07/03/2024
8459,1426,4,99,497714,"$897.551.657,20",06/03/2024
6543,1301,2,302,556275,"$880.176.662,20",13/01/2024
5776,1059,2,119,336178,"$209.209.450,60",21/01/2024
8717,1634,1,168,487067,"$862.483.437,50",16/03/2024
7080,523,1,433,352078,"$358.305.612,80",09/04/2024
9746,1114,2,340,474180,"$881.191.340,40",09/02/2024
8828,951,1,287,505290,"$505.261.523,80",21/02/2024
311,10,1,2,564924,"$333.870.633,40",14/04/2024
3460,1690,1,155,437428,"$762.831.764,10",27/04/2024
8583,694,1,482,447143,"$935.590.426,80",24/02/2024
4598,431,2,493,266005,"$759.021.431,40",25/03/2024
9591,1169,3,169,455258,"$534.063.299,30",17/01/2024
4681,499,1,415,472688,"$209.888.312,50",08/03/2024
4387,897,1,554,467186,"$410.970.461,20",13/02/2024
5689,1329,1,214,351469,"$234.605.481,30",12/02/2024
7499,1032,1,320,400923,"$762.181.426,20",07/02/2024
5716,1500,1,247,389193,"$487.466.645,50",26/04/2024
5281,505,5,186,227598,"$470.378.125,00",27/01/2024
6904,1197,1,562,228354,"$264.325.167,40",14/02/2024
5838,499,1,415,253992,"$273.152.266,40",12/02/2024
8946,1495,1,479,476454,"$883.800.900,40",13/04/2024
6768,181,1,516,387370,"$487.633.720,70",04/04/2024
5474,211,1,407,300818,"$178.189.896,80",21/01/2024
4049,1535,1,277,422943,"$455.010.566,80",30/03/2024
9325,1695,1,194,535210,"$707.059.133,40",01/04/2024
7099,1561,1,264,375323,"$697.504.204,70",20/02/2024
9651,934,4,260,204929,"$264.033.327,80",03/02/2024
2805,1505,1,247,489170,"$888.106.166,00",18/03/2024
8373,246,2,444,388462,"$736.619.935,60",17/01/2024
5520,1588,5,307,263519,"$383.304.692,20",25/04/2024
2547,1733,1,549,447796,"$968.508.936,40",25/04/2024
7497,1437,1,551,181180,"$583.089.326,30",22/02/2024
4826,692,2,146,494304,"$247.822.658,50",19/02/2024
1467,132,1,537,535260,"$978.635.685,10",26/04/2024
1292,30,1,555,289294,"$629.154.047,60",29/04/2024
6285,1123,1,111,208076,"$863.476.552,30",11/01/2024
1696,697,1,510,287432,"$498.825.074,50",25/02/2024
3634,228,1,297,458179,"$821.715.015,00",27/01/2024
8,81,1,454,338147,"$640.040.157,00",14/01/2024
3372,463,2,324,495367,"$249.636.924,10",27/03/2024
5659,131,1,470,421377,"$191.173.298,40",25/02/2024
1874,1068,2,183,310351,"$605.421.927,80",10/04/2024
5271,487,5,386,403346,"$630.649.058,10",09/02/2024
2337,1083,1,24,227564,"$464.313.804,10",01/04/2024
2368,375,2,466,263733,"$934.951.472,30",17/04/2024
9109,1618,4,553,261741,"$370.671.948,30",27/04/2024
6659,759,1,457,427839,"$609.933.385,10",01/01/2024
8166,1521,2,480,162811,"$177.400.218,20",15/02/2024
5825,78,1,429,329069,"$212.715.041,90",14/03/2024
7920,1162,1,36,316878,"$223.090.972,80",23/03/2024
10464,860,3,519,359377,"$309.995.475,10",07/03/2024
9182,1663,1,407,388523,"$803.571.590,50",18/04/2024
8505,705,1,45,471627,"$955.686.061,90",08/02/2024
985,93,1,213,275425,"$621.988.415,00",28/03/2024
5813,641,1,93,351394,"$693.874.813,70",26/04/2024
7325,714,2,335,303099,"$828.089.353,30",05/01/2024
9850,1132,1,243,511376,"$182.831.440,20",16/01/2024
1534,448,2,263,249022,"$619.469.792,20",06/01/2024
3499,1101,1,309,412130,"$848.179.719,90",19/02/2024
851,67,1,489,251702,"$361.522.850,50",17/02/2024
1037,68,1,456,179068,"$267.370.263,70",25/03/2024
9845,1422,1,554,389701,"$817.895.947,30",28/02/2024
5565,1551,2,250,414961,"$507.955.360,90",22/02/2024
6741,1477,1,31,558218,"$184.722.396,10",08/02/2024
7819,369,1,452,489421,"$766.724.321,60",10/04/2024
632,98,1,429,482608,"$456.916.649,40",28/01/2024
1327,1097,1,190,432231,"$950.684.783,50",16/04/2024
2541,1271,1,212,306048,"$515.960.486,50",29/02/2024
6714,1344,6,211,480929,"$914.059.208,70",22/03/2024
9013,1459,2,398,288518,"$973.306.462,80",06/04/2024
2779,1206,1,231,526155,"$839.327.602,90",29/03/2024
2445,213,1,379,285324,"$400.326.449,70",27/02/2024
7049,544,2,515,493530,"$702.988.654,30",15/02/2024
2420,255,1,46,521067,"$457.781.740,60",21/04/2024
8359,1563,1,474,375432,"$872.644.495,70",20/04/2024
3773,1173,1,237,207707,"$689.009.800,50",27/04/2024
7565,208,1,218,282854,"$747.154.129,70",13/04/2024
7771,992,1,359,509192,"$242.088.342,30",02/04/2024
6648,631,4,317,462083,"$868.077.132,80",21/02/2024
4431,516,1,424,231226,"$201.702.436,50",17/04/2024
7100,581,6,475,355582,"$414.009.864,30",12/02/2024
1720,317,1,256,497025,"$504.313.349,10",29/02/2024
4704,1638,1,546,161780,"$249.109.340,20",05/04/2024
7991,929,5,351,513232,"$160.532.278,10",07/04/2024
8048,1342,1,123,324662,"$554.124.460,40",22/02/2024
4482,1054,2,206,185165,"$363.613.703,50",09/03/2024
9901,516,1,424,204077,"$602.644.445,90",14/01/2024
10054,1617,2,202,257437,"$806.509.644,10",13/04/2024
3431,453,1,397,267074,"$329.316.373,30",19/01/2024
6416,793,2,494,270730,"$836.542.697,60",23/02/2024
4556,1595,2,342,398091,"$626.054.587,70",09/03/2024
2838,1583,5,315,395244,"$740.167.097,90",11/03/2024
5963,954,1,320,290689,"$867.515.095,60",22/04/2024
5492,186,1,421,422186,"$469.891.985,30",04/01/2024
3623,803,1,46,184569,"$440.399.172,00",14/04/2024
4132,1096,2,368,166387,"$632.165.742,40",30/01/2024
7164,490,2,25,447385,"$224.301.285,10",03/01/2024
5672,1651,1,49,225278,"$788.459.897,10",16/02/2024
5619,419,1,550,195485,"$907.426.026,80",25/02/2024
2199,1687,4,406,154440,"$586.350.484,30",24/01/2024
9935,645,1,188,234207,"$833.019.991,70",11/02/2024
3262,1493,1,319,321590,"$900.256.783,30",07/03/2024
2338,1424,5,435,491939,"$579.435.575,20",16/03/2024
8752,1242,2,167,541894,"$362.058.469,80",02/01/2024
5507,1226,1,296,536325,"$879.567.410,50",21/03/2024
6519,1125,1,270,290274,"$521.337.861,50",24/01/2024
1657,1721,1,560,488991,"$485.461.311,30",09/01/2024
7332,1185,1,482,407099,"$265.207.267,60",20/03/2024
4951,791,1,498,364037,"$793.684.538,20",17/02/2024
8226,388,1,339,491398,"$767.721.411,30",11/03/2024
8926,1563,1,474,345674,"$284.270.757,00",15/04/2024
359,15,1,498,400048,"$378.555.116,30",13/02/2024
10554,860,3,519,359377,"$309.995.475,10",07/03/2024
8967,620,2,321,255078,"$255.345.915,30",31/03/2024
4957,1522,1,525,248686,"$932.898.581,90",04/04/2024
3057,625,5,281,555292,"$777.641.253,00",01/03/2024
7635,1424,5,435,487415,"$301.741.303,60",29/02/2024
2345,537,2,401,494747,"$724.593.231,70",05/01/2024
10145,601,1,76,229047,"$383.707.862,50",01/01/2024
5124,444,1,209,406067,"$969.023.545,20",09/04/2024
2978,1087,2,241,294962,"$680.067.536,30",27/03/2024
7610,466,1,75,306502,"$349.839.936,90",30/01/2024
6851,53,1,528,268850,"$587.194.868,80",18/04/2024
1642,1283,1,383,272924,"$372.358.573,50",14/02/2024
512,97,1,400,399218,"$541.759.608,20",10/03/2024
4269,473,1,554,506468,"$709.018.414,20",04/04/2024
4761,1413,6,436,543020,"$224.674.544,90",14/02/2024
2155,607,1,454,545222,"$747.954.414,90",05/02/2024
4195,1146,1,354,239409,"$901.383.982,60",05/02/2024
8679,945,2,25,289896,"$947.283.938,20",31/03/2024
6245,1706,1,449,297442,"$278.572.603,80",29/03/2024
9763,1642,2,353,312333,"$983.177.119,60",08/01/2024
8768,196,1,298,294771,"$907.076.257,10",19/04/2024
7674,574,6,94,194327,"$624.034.619,80",26/01/2024
6338,375,2,466,395770,"$685.730.317,20",16/03/2024
9909,123,1,541,319463,"$940.191.652,20",09/03/2024
520,41,1,433,565317,"$512.664.436,50",11/01/2024
1065,35,1,453,342003,"$608.458.340,10",06/02/2024
488,20,1,54,491968,"$613.464.104,90",28/02/2024
3113,1036,1,256,265892,"$324.161.936,90",06/01/2024
8585,1727,1,496,273985,"$779.907.334,10",13/02/2024
9852,500,1,543,416375,"$320.929.470,00",08/01/2024
7120,1020,5,539,202704,"$477.135.165,90",30/01/2024
4814,840,1,196,422177,"$304.752.466,20",27/01/2024
9989,202,6,372,215265,"$570.334.329,90",09/01/2024
8008,892,1,323,257490,"$584.198.095,80",23/03/2024
6838,830,2,495,492588,"$210.055.042,20",29/04/2024
2212,1110,1,195,255151,"$313.004.876,30",01/02/2024
6605,92,1,429,310757,"$479.386.353,10",20/04/2024
5505,249,1,210,503896,"$574.694.544,20",29/01/2024
10321,860,3,519,359377,"$309.995.475,10",07/03/2024
9015,1190,1,339,325418,"$466.759.521,60",10/04/2024
4691,1465,1,541,187618,"$361.043.926,30",01/04/2024
8365,1639,1,62,161289,"$708.379.465,50",10/01/2024
6336,1608,1,456,442611,"$589.283.508,80",23/01/2024
2094,1537,2,17,318436,"$703.447.908,40",10/03/2024
9897,885,1,137,519203,"$581.171.648,90",
137,14,1,437,322620,"$409.689.311,40",20/02/2024
4689,731,1,7,565608,"$897.654.756,00",11/04/2024
4407,1049,2,480,466338,"$938.597.003,50",05/04/2024
4399,1370,1,365,273214,"$747.357.185,60",12/02/2024
7296,662,1,251,455850,"$750.534.787,60",07/03/2024
9556,924,1,141,419424,"$716.463.048,00",28/03/2024
8533,552,6,438,344906,"$495.834.107,10",21/04/2024
6268,1577,1,226,167201,"$735.955.842,60",28/03/2024
2010,320,1,549,219787,"$488.424.511,70",14/03/2024
2776,1482,4,244,333557,"$955.616.989,40",21/03/2024
2007,1681,1,160,374761,"$980.317.416,80",15/03/2024
7315,240,1,218,397493,"$280.540.392,70",14/02/2024
8261,927,2,192,511725,"$663.609.383,70",11/04/2024
8992,1249,1,128,235619,"$207.853.192,40",10/02/2024
7277,209,2,217,409774,"$375.359.909,80",25/02/2024
3686,187,2,283,444739,"$823.596.852,20",21/03/2024
6976,1510,1,443,379003,"$411.320.650,10",28/02/2024
752,82,1,498,283306,"$451.796.870,00",21/03/2024
3083,1729,2,241,364797,"$422.611.982,90",18/01/2024
361,31,2,37,244638,"$212.450.984,00",08/01/2024
3315,1450,1,110,469211,"$221.473.433,20",18/01/2024
2753,1528,1,53,380661,"$255.942.011,50",06/02/2024
3052,3,1,458,389974,"$871.530.318,60",30/01/2024
8530,113,1,462,331992,"$490.814.481,00",27/03/2024
7716,638,5,236,335293,"$870.584.495,60",13/01/2024
1496,1430,1,421,250152,"$835.018.282,50",31/01/2024
5549,182,6,96,479631,"$913.184.509,10",27/03/2024
9611,690,1,293,489028,"$618.500.303,70",10/02/2024
3398,289,2,146,338463,"$370.332.658,20",27/03/2024
6414,1727,1,496,545017,"$465.176.303,40",03/03/2024
4932,1363,2,380,465628,"$613.528.034,80",20/01/2024
7011,1431,1,511,383421,"$552.325.754,40",08/01/2024
2438,1659,2,183,279842,"$284.960.220,80",25/02/2024
4002,22,2,444,287994,"$902.192.418,00",06/03/2024
239,53,1,528,385643,"$221.004.466,80",06/04/2024
2793,975,1,24,386650,"$174.870.344,20",
3076,38,1,27,508331,"$491.443.044,40",18/02/2024
1975,1504,1,233,366578,"$176.678.336,20",05/04/2024
9462,1480,1,433,192198,"$296.258.836,80",05/04/2024
1301,19,2,181,322740,"$620.529.501,80",29/04/2024
2871,750,1,400,335154,"$637.401.128,20",02/03/2024
1080,20,1,54,565552,"$581.606.573,00",25/03/2024
7203,235,1,126,290126,"$874.180.369,80",25/03/2024
4005,663,2,161,560809,"$222.663.364,00",22/01/2024
9720,447,5,152,430635,"$739.219.852,20",20/02/2024
7334,644,1,546,164085,"$459.835.642,80",01/02/2024
9211,1572,1,347,350646,"$676.877.646,20",15/04/2024
7593,174,1,442,329424,"$951.745.972,30",23/03/2024
8773,964,1,22,475477,"$851.610.877,60",22/03/2024
3274,442,1,86,167794,"$947.018.839,70",27/04/2024
1480,924,1,141,315466,"$591.262.442,40",05/01/2024
3282,215,1,135,170353,"$372.257.153,50",02/01/2024
2176,438,2,20,405952,"$155.193.181,80",22/01/2024
2942,1459,2,398,488244,"$526.371.021,70",26/01/2024
9580,1268,1,275,481627,"$719.350.030,90",22/03/2024
5526,428,1,124,414066,"$380.675.119,40",11/02/2024
6971,278,1,403,189750,"$389.773.381,70",07/03/2024
7217,1104,3,102,250635,"$818.183.948,10",08/02/2024
1,35,1,453,158181,"$281.795.412,70",11/02/2024
4718,1004,1,209,261179,"$589.546.256,10",28/04/2024
3875,687,2,288,166309,"$950.987.104,50",08/04/2024
115,92,1,429,430568,"$708.838.539,60",09/04/2024
3713,901,1,2,425365,"$637.135.459,70",21/01/2024
299,79,2,50,461920,"$256.251.501,30",16/02/2024
7784,483,2,368,555215,"$516.026.602,70",
9830,697,1,510,510767,"$561.550.645,30",29/04/2024
3765,1401,1,49,238805,"$734.888.663,20",12/04/2024
6739,1098,1,534,239619,"$273.377.288,70",11/03/2024
6359,844,1,54,155762,"$150.851.594,60",27/03/2024
1382,1088,1,332,358827,"$512.326.906,60",15/02/2024
3879,959,1,537,431063,"$623.002.478,80",31/01/2024
7879,368,1,520,441823,"$984.981.276,40",24/03/2024
6088,1713,2,161,470613,"$512.844.078,90",31/03/2024
5901,1458,2,4,396381,"$644.947.028,70",31/01/2024
2770,1177,1,71,345002,"$595.006.609,30",25/01/2024
9019,957,1,120,252311,"$528.855.915,20",15/01/2024
747,90,1,56,295039,"$932.051.769,90",15/02/2024
2640,1521,2,480,557447,"$585.010.380,40",
8475,917,1,440,549021,"$876.392.085,00",23/01/2024
2156,388,1,339,421871,"$748.078.666,60",05/01/2024
1559,1683,4,118,549024,"$939.612.225,80",19/03/2024
9526,1494,1,297,158041,"$560.175.176,10",14/04/2024
5918,1370,1,365,336444,"$370.395.319,80",08/02/2024
6069,6,1,71,166529,"$747.936.295,60",26/04/2024
2535,161,3,409,357961,"$734.011.901,90",29/04/2024
5165,42,2,495,174397,"$549.731.806,80",19/01/2024
7961,1401,1,49,159538,"$513.699.617,10",15/04/2024
9240,241,3,286,175222,"$405.518.959,70",25/01/2024
9061,913,1,124,415648,"$866.370.363,40",09/02/2024
5514,812,1,165,215875,"$865.196.984,60",20/01/2024
10555,860,3,519,359377,"$309.995.475,10",07/03/2024
7358,341,1,199,481702,"$205.413.421,20",25/04/2024
1429,1228,1,44,546549,"$874.399.885,30",25/02/2024
7645,889,1,199,194822,"$319.033.791,40",08/03/2024
7730,601,1,76,350174,"$598.815.191,10",19/04/2024
7475,740,1,196,189831,"$319.104.502,80",12/02/2024
10077,159,1,92,256717,"$347.863.729,70",10/02/2024
1092,82,1,498,355244,"$221.625.119,30",29/04/2024
4250,950,1,450,451705,"$290.828.474,80",
9171,939,1,524,251853,"$153.112.771,60",09/01/2024
6671,1136,2,217,308115,"$424.258.879,60",17/01/2024
8868,360,4,406,495187,"$490.770.753,10",22/01/2024
8614,24,6,204,345475,"$941.660.144,20",13/02/2024
54,4,2,85,170189,"$569.325.870,40",13/04/2024
5471,1125,1,270,190123,"$946.020.331,30",09/03/2024
5594,1174,2,417,303030,"$910.933.466,30",24/03/2024
8207,579,1,411,255311,"$913.585.595,70",12/03/2024
3042,802,2,50,567072,"$822.081.913,50",20/02/2024
8802,667,1,210,161083,"$526.079.875,40",23/03/2024
8276,82,1,498,567896,"$676.100.588,20",02/03/2024
7060,1364,2,471,166300,"$247.791.581,00",01/02/2024
7039,717,1,220,292508,"$375.211.060,10",11/04/2024
2135,1644,5,361,265189,"$770.904.985,20",20/01/2024
8367,269,2,59,207573,"$942.885.190,80",22/04/2024
6575,518,2,70,384999,"$493.114.404,50",15/02/2024
2433,271,2,414,399101,"$321.838.698,90",15/04/2024
7295,1179,2,283,407253,"$795.168.802,10",06/03/2024
7160,447,5,152,449789,"$615.446.918,10",02/03/2024
5557,1220,1,157,177161,"$867.391.729,80",25/01/2024
10207,530,2,306,529663,"$419.353.776,50",01/02/2024
1618,1033,1,328,164637,"$803.416.820,60",03/02/2024
1392,317,1,256,559541,"$856.795.326,80",05/01/2024
6581,395,5,361,331667,"$152.651.216,00",19/01/2024
4206,70,2,467,475004,"$948.889.063,20",27/03/2024
1029,86,1,354,433013,"$796.943.908,90",01/04/2024
7263,917,1,440,459781,"$737.933.819,50",04/03/2024
1852,1499,1,63,233551,"$744.895.556,90",22/03/2024
944,14,1,437,456683,"$919.536.615,10",30/01/2024
3721,1577,1,226,200438,"$862.093.713,50",23/04/2024
1536,733,1,291,484111,"$333.652.324,20",17/02/2024
5058,1702,1,462,338861,"$880.090.942,00",03/04/2024
6080,847,1,337,432503,"$473.029.474,60",14/04/2024
1173,73,5,483,503864,"$207.195.726,20",11/04/2024
3111,1313,2,401,187402,"$155.196.525,20",16/03/2024
3208,608,1,505,277981,"$366.728.552,50",
5279,697,1,510,320995,"$920.947.764,60",18/03/2024
5330,433,2,349,423664,"$400.823.075,10",18/03/2024
10071,1353,1,38,347696,"$193.196.440,20",13/01/2024
334,44,1,68,418210,"$658.321.977,60",13/03/2024
3373,1006,1,56,215922,"$849.490.024,10",28/01/2024
351,34,2,314,276434,"$522.346.437,60",21/01/2024
5125,525,4,222,501656,"$691.981.420,30",28/04/2024
7858,952,4,244,344747,"$164.476.372,90",01/03/2024
9722,1618,4,553,382651,"$171.792.991,80",05/01/2024
7652,992,1,359,416376,"$725.202.322,00",09/02/2024
8318,1586,2,206,275895,"$665.272.415,20",19/01/2024
9456,1542,2,460,564705,"$432.552.529,00",28/03/2024
4988,1591,1,388,561057,"$798.260.103,00",01/04/2024
4793,57,4,346,215565,"$770.360.105,50",26/02/2024
4142,1666,3,519,421887,"$378.803.458,10",08/02/2024
6188,1735,2,12,247156,"$181.294.955,50",29/01/2024
1356,1026,1,413,230994,"$344.988.821,10",01/02/2024
4150,294,1,511,304162,"$457.946.872,30",05/01/2024
1979,256,1,424,441526,"$858.015.591,40",01/04/2024
1083,77,1,543,250971,"$579.271.657,30",10/01/2024
8774,1522,1,525,449811,"$271.425.245,30",23/03/2024
4398,735,2,158,209743,"$353.481.520,80",31/01/2024
192,82,1,498,238662,"$483.923.501,50",07/03/2024
10468,860,3,519,359377,"$309.995.475,10",07/03/2024
4213,687,2,288,402665,"$974.647.784,40",06/04/2024
8149,1241,1,449,280165,"$946.744.548,30",18/01/2024
4216,1506,1,226,366864,"$499.304.482,80",22/02/2024
7114,175,3,169,516553,"$159.569.214,40",21/04/2024
9239,761,1,231,367848,"$663.198.967,10",27/02/2024
4867,730,2,10,183214,"$943.621.394,00",13/01/2024
10161,219,5,363,442962,"$364.033.051,90",17/03/2024
2289,1076,4,118,558697,"$596.997.093,70",09/01/2024
4930,616,1,58,299113,"$330.735.240,50",29/02/2024
508,76,2,91,403135,"$767.961.625,20",25/01/2024
3117,307,1,34,503097,"$413.105.413,00",04/03/2024
9225,1510,1,443,358452,"$678.984.616,70",22/02/2024
10411,860,3,519,359377,"$309.995.475,10",07/03/2024
806,98,1,429,491101,"$965.969.295,40",06/03/2024
4327,706,2,79,547904,"$237.008.162,00",25/03/2024
2633,1103,1,458,366299,"$880.864.014,40",30/03/2024
8527,905,1,337,296357,"$452.582.329,80",13/04/2024
10410,860,3,519,359377,"$309.995.475,10",07/03/2024
3786,1378,1,517,369057,"$821.158.427,60",13/01/2024
3810,213,1,379,262458,"$734.155.042,40",12/01/2024
6456,704,1,416,397450,"$500.187.116,80",27/02/2024
3254,1203,2,206,526219,"$916.180.257,80",10/03/2024
9561,794,1,508,336952,"$740.843.794,30",28/04/2024
10051,1336,2,506,469352,"$934.383.845,30",17/03/2024
4034,541,1,427,563307,"$469.042.718,20",14/04/2024
4483,409,1,220,394486,"$601.573.862,20",10/04/2024
3380,744,1,354,212289,"$259.049.424,40",30/01/2024
6275,1381,2,410,198133,"$337.236.610,00",08/02/2024
4646,255,1,46,444187,"$369.999.728,40",20/03/2024
10053,540,1,184,377671,"$910.221.721,80",27/02/2024
1880,1131,2,64,404116,"$605.341.245,60",04/03/2024
9475,172,1,294,455636,"$158.298.035,10",20/02/2024
8287,843,1,405,167635,"$869.659.946,30",01/04/2024
6945,657,1,311,296476,"$884.205.470,90",02/04/2024
4105,1611,2,460,379926,"$949.970.043,70",19/02/2024
4931,98,1,429,490238,"$540.499.176,10",25/03/2024
10367,860,3,519,359377,"$309.995.475,10",07/03/2024
1819,364,3,42,426922,"$813.967.010,50",17/03/2024
7850,307,1,34,210944,"$501.563.481,10",04/02/2024
3359,639,2,4,229449,"$606.390.059,90",26/04/2024
9098,1384,3,387,181456,"$681.731.249,60",11/02/2024
7530,161,3,409,300530,"$628.433.941,40",10/02/2024
8541,1591,1,388,275028,"$748.007.598,20",25/03/2024
1689,984,2,288,205575,"$451.540.973,60",14/03/2024
9150,778,1,49,439292,"$778.328.905,80",14/04/2024
9331,44,1,68,350644,"$224.300.757,70",04/03/2024
5896,1495,1,479,234107,"$224.481.728,10",31/03/2024
7758,1576,1,1,484421,"$819.049.053,70",08/02/2024
246,83,1,517,527603,"$180.234.505,00",22/04/2024
1235,77,1,543,318497,"$698.356.002,70",23/02/2024
7531,1172,1,44,459926,"$571.707.281,30",24/03/2024
1864,617,1,41,466173,"$795.946.877,40",23/01/2024
4998,1717,1,173,286326,"$436.684.436,30",29/04/2024
2384,1663,1,407,526283,"$659.732.070,20",24/04/2024
2271,1354,1,171,367134,"$505.340.114,10",14/02/2024
9481,770,1,34,317200,"$270.208.232,30",04/02/2024
6716,1553,3,523,371387,"$413.482.521,10",11/03/2024
4714,1172,1,44,322616,"$676.565.047,60",10/03/2024
2705,943,1,257,528800,"$948.737.944,90",20/04/2024
2163,861,2,167,413333,"$818.225.253,70",10/01/2024
8636,428,1,124,304050,"$922.712.299,10",12/04/2024
2843,52,2,515,354001,"$474.319.698,00",25/01/2024
454,30,1,555,472851,"$668.038.501,70",04/02/2024
3273,1209,1,431,198288,"$429.262.631,20",24/01/2024
8185,226,2,559,337795,"$691.763.338,10",15/04/2024
7923,1342,1,123,260890,"$977.711.361,80",15/01/2024
9414,1099,1,381,310671,"$288.752.418,70",18/01/2024
5956,408,1,147,351242,"$464.436.881,50",23/01/2024
5303,567,1,131,540627,"$250.178.880,40",20/03/2024
4176,129,1,275,562078,"$767.068.396,40",05/04/2024
3698,1032,1,320,385020,"$878.829.364,50",14/03/2024
2511,336,1,81,265987,"$344.120.889,30",28/04/2024
381,82,1,498,528860,"$593.109.089,20",16/04/2024
7324,961,1,74,308001,"$831.987.249,50",08/02/2024
1143,19,2,181,321982,"$196.064.321,70",24/03/2024
816,32,1,31,198936,"$890.773.595,10",12/02/2024
5932,878,2,306,557896,"$874.811.716,50",07/04/2024
7939,441,1,560,421379,"$899.962.358,10",28/02/2024
869,35,1,453,565101,"$320.992.786,10",06/01/2024
4103,1331,1,27,343939,"$552.869.876,50",04/02/2024
2080,732,2,98,388569,"$242.671.465,10",25/04/2024
10465,860,3,519,359377,"$309.995.475,10",07/03/2024
3956,1396,2,252,501484,"$660.159.454,70",13/03/2024
3089,413,1,474,550232,"$594.037.664,00",23/03/2024
2150,447,5,152,485565,"$640.094.972,70",17/03/2024
8712,782,1,246,374010,"$779.838.879,60",24/01/2024
830,97,1,400,438758,"$330.250.497,70",10/04/2024
6469,1228,1,44,481444,"$156.200.964,10",02/01/2024
8564,649,2,263,474277,"$950.356.197,30",26/01/2024
4614,596,1,393,287973,"$621.738.600,60",24/04/2024
4164,1264,1,540,210212,"$215.546.529,80",14/02/2024
4495,1713,2,161,423508,"$264.789.974,90",02/04/2024
4872,438,2,20,532847,"$896.907.395,40",19/01/2024
6542,1725,1,272,192569,"$154.746.113,90",04/01/2024
5770,1200,1,207,499924,"$468.479.764,20",20/02/2024
6772,1217,2,206,245619,"$457.165.674,80",09/02/2024
2542,259,1,285,277663,"$328.765.844,10",28/04/2024
8842,1285,1,334,446440,"$892.593.642,20",08/01/2024
2923,1637,2,367,160482,"$778.404.525,40",06/02/2024
80,6,1,71,286197,"$442.257.084,70",12/01/2024
649,85,1,264,298599,"$932.194.871,50",17/04/2024
7729,1402,2,67,496813,"$921.724.645,60",07/03/2024
9488,493,1,408,173295,"$327.694.502,90",07/04/2024
1910,640,1,499,237207,"$627.294.777,10",29/04/2024
5949,853,2,477,297767,"$936.291.836,30",23/04/2024
9052,8,1,137,155649,"$640.759.849,10",03/03/2024
1550,1153,1,224,319185,"$366.651.992,10",27/03/2024
8999,251,1,224,402199,"$616.264.179,00",17/03/2024
7525,1659,2,183,351112,"$533.749.040,50",13/03/2024
9072,844,1,54,446477,"$162.830.505,80",23/02/2024
7892,207,1,341,239534,"$578.847.271,90",16/01/2024
8681,1701,1,213,446665,"$782.477.453,20",12/02/2024
7107,660,4,346,499393,"$205.640.426,50",21/02/2024
6018,812,1,165,476754,"$307.509.545,40",01/02/2024
